num,nSeq,I1,I2,O1,O2,A1,A2,A3,A4,A5,A6,timestamp_epoch_ms,label,keypress_sample_number,keypress_elapsed_ms,keypress_timestamp_ms
2110,11199,0,0,0,0,509,515,0,1016,38,4,1764792929134,blink,11197,16758.00002,1764792929134
2111,11200,0,0,0,0,496,513,1,1019,38,3,1764792929135,blink,11198,16759.00002,1764792929135
2112,11201,0,0,0,0,492,513,0,1018,38,2,1764792929136,blink,11199,16760.00002,1764792929136
2113,11202,0,0,0,0,502,513,0,1018,38,4,1764792929137,blink,11200,16761.00002,1764792929137
2114,11203,0,0,0,0,524,514,0,1018,38,4,1764792929138,blink,11201,16762.00002,1764792929138
2115,11204,0,0,0,0,523,512,1,1019,38,4,1764792929139,blink,11202,16763.00002,1764792929139
2116,11205,0,0,0,0,519,511,0,1018,38,4,1764792929140,blink,11203,16764.00002,1764792929140
2117,11206,0,0,0,0,520,511,0,925,38,4,1764792929141,blink,11204,16765.00002,1764792929141
2118,11207,0,0,0,0,510,512,0,916,38,4,1764792929142,blink,11205,16766.00002,1764792929142
2119,11208,0,0,0,0,521,510,1,896,38,3,1764792929143,blink,11206,16767.00002,1764792929143
2120,11209,0,0,0,0,524,511,0,886,38,2,1764792929144,blink,11207,16768.00002,1764792929144
2121,11210,0,0,0,0,525,511,0,951,38,4,1764792929145,blink,11208,16769.00002,1764792929145
2122,11211,0,0,0,0,499,512,0,1018,38,4,1764792929146,blink,11209,16770.00002,1764792929146
2123,11212,0,0,0,0,500,513,1,1019,38,4,1764792929147,blink,11210,16771.00002,1764792929147
2124,11213,0,0,0,0,498,510,0,1018,38,4,1764792929148,blink,11211,16772.00002,1764792929148
2125,11214,0,0,0,0,502,512,0,1018,38,4,1764792929149,blink,11212,16773.00002,1764792929149
2126,11215,0,0,0,0,504,514,0,1018,38,4,1764792929150,blink,11213,16774.00002,1764792929150
2127,11216,0,0,0,0,508,512,1,1018,38,3,1764792929151,blink,11214,16775.00002,1764792929151
2128,11217,0,0,0,0,489,511,0,1018,38,2,1764792929152,blink,11215,16776.00002,1764792929152
2129,11218,0,0,0,0,503,510,0,1018,38,2,1764792929153,blink,11216,16777.00002,1764792929153
2130,11219,0,0,0,0,516,510,0,1018,38,4,1764792929154,blink,11217,16778.00002,1764792929154
2131,11220,0,0,0,0,516,510,1,1018,38,4,1764792929155,blink,11218,16779.00002,1764792929155
2132,11221,0,0,0,0,522,512,0,1018,38,4,1764792929156,blink,11219,16780.00002,1764792929156
2133,11222,0,0,0,0,522,513,0,1018,38,4,1764792929157,blink,11220,16781.00002,1764792929157
2134,11223,0,0,0,0,519,514,0,1018,38,4,1764792929158,blink,11221,16782.00002,1764792929158
2135,11224,0,0,0,0,514,513,1,1019,38,4,1764792929159,blink,11222,16783.00002,1764792929159
2136,11225,0,0,0,0,530,511,0,1018,38,3,1764792929160,blink,11223,16784.00002,1764792929160
2137,11226,0,0,0,0,528,514,0,1018,38,2,1764792929161,blink,11224,16785.00002,1764792929161
2138,11227,0,0,0,0,516,514,0,931,38,4,1764792929162,blink,11225,16786.00002,1764792929162
2139,11228,0,0,0,0,495,512,1,812,38,4,1764792929163,blink,11226,16787.00002,1764792929163
2140,11229,0,0,0,0,501,512,0,770,38,4,1764792929164,blink,11227,16788.00002,1764792929164
2141,11230,0,0,0,0,501,513,0,799,38,4,1764792929165,blink,11228,16789.00002,1764792929165
2142,11231,0,0,0,0,504,514,0,869,38,4,1764792929166,blink,11229,16790.00002,1764792929166
2143,11232,0,0,0,0,503,512,1,880,38,4,1764792929167,blink,11230,16791.00002,1764792929167
2144,11233,0,0,0,0,501,512,0,823,38,3,1764792929168,blink,11231,16792.00002,1764792929168
2145,11234,0,0,0,0,492,512,0,780,38,2,1764792929169,blink,11232,16793.00002,1764792929169
2146,11235,0,0,0,0,503,512,0,735,38,3,1764792929170,blink,11233,16794.00002,1764792929170
2147,11236,0,0,0,0,519,511,1,656,38,4,1764792929171,blink,11234,16795.00002,1764792929171
2148,11237,0,0,0,0,528,508,0,641,38,4,1764792929172,blink,11235,16796.00002,1764792929172
2149,11238,0,0,0,0,516,510,0,729,38,4,1764792929173,blink,11236,16797.00002,1764792929173
2150,11239,0,0,0,0,526,510,0,870,38,4,1764792929174,blink,11237,16798.00002,1764792929174
2151,11240,0,0,0,0,519,511,1,1018,38,4,1764792929175,blink,11238,16799.00002,1764792929175
2152,11241,0,0,0,0,509,510,0,1018,38,3,1764792929176,blink,11239,16800.00002,1764792929176
2153,11242,0,0,0,0,527,512,0,1018,38,2,1764792929177,blink,11240,16801.00002,1764792929177
2154,11243,0,0,0,0,524,515,0,1018,38,2,1764792929178,blink,11241,16802.00002,1764792929178
2155,11244,0,0,0,0,506,514,1,1019,38,4,1764792929179,blink,11242,16803.00002,1764792929179
2156,11245,0,0,0,0,496,512,0,986,38,4,1764792929180,blink,11243,16804.00002,1764792929180
2157,11246,0,0,0,0,503,513,0,978,38,4,1764792929181,blink,11244,16805.00002,1764792929181
2158,11247,0,0,0,0,499,513,0,950,38,4,1764792929182,blink,11245,16806.00002,1764792929182
2159,11248,0,0,0,0,499,513,1,901,38,4,1764792929183,blink,11246,16807.00002,1764792929183
2160,11249,0,0,0,0,497,513,0,864,38,4,1764792929184,blink,11247,16808.00002,1764792929184
2161,11250,0,0,0,0,496,515,0,892,38,3,1764792929185,blink,11248,16809.00002,1764792929185
2162,11251,0,0,0,0,490,514,0,955,38,2,1764792929186,blink,11249,16810.00002,1764792929186
2163,11252,0,0,0,0,512,515,1,1019,38,4,1764792929187,blink,11250,16811.00002,1764792929187
2164,11253,0,0,0,0,516,514,0,1018,38,4,1764792929188,blink,11251,16812.00002,1764792929188
2165,11254,0,0,0,0,526,517,0,1018,38,4,1764792929189,blink,11252,16813.00002,1764792929189
2166,11255,0,0,0,0,515,515,0,1018,38,4,1764792929190,blink,11253,16814.00002,1764792929190
2167,11256,0,0,0,0,514,512,1,945,38,4,1764792929191,blink,11254,16815.00002,1764792929191
2168,11257,0,0,0,0,518,511,0,825,38,4,1764792929192,blink,11255,16816.00002,1764792929192
2169,11258,0,0,0,0,526,512,0,719,38,3,1764792929193,blink,11256,16817.00002,1764792929193
2170,11259,0,0,0,0,527,513,0,672,38,2,1764792929194,blink,11257,16818.00002,1764792929194
2171,11260,0,0,0,0,523,512,1,641,38,4,1764792929195,blink,11258,16819.00002,1764792929195
2172,11261,0,0,0,0,502,510,0,638,38,4,1764792929196,blink,11259,16820.00002,1764792929196
2173,11262,0,0,0,0,496,511,0,686,38,4,1764792929197,blink,11260,16821.00002,1764792929197
2174,11263,0,0,0,0,493,511,0,715,38,4,1764792929198,blink,11261,16822.00002,1764792929198
2175,11264,0,0,0,0,503,510,1,651,38,4,1764792929199,blink,11262,16823.00002,1764792929199
2176,11265,0,0,0,0,509,512,0,574,38,4,1764792929200,blink,11263,16824.00002,1764792929200
2177,11266,0,0,0,0,508,511,0,594,38,3,1764792929201,blink,11264,16825.00002,1764792929201
2178,11267,0,0,0,0,492,510,0,668,38,2,1764792929202,blink,11265,16826.00002,1764792929202
2179,11268,0,0,0,0,494,508,1,737,38,2,1764792929203,blink,11266,16827.00002,1764792929203
2180,11269,0,0,0,0,511,509,0,772,38,4,1764792929204,blink,11267,16828.00002,1764792929204
2181,11270,0,0,0,0,525,512,0,862,38,4,1764792929205,blink,11268,16829.00002,1764792929205
2182,11271,0,0,0,0,519,511,0,928,38,4,1764792929206,blink,11269,16830.00002,1764792929206
2183,11272,0,0,0,0,518,511,1,917,38,4,1764792929207,blink,11270,16831.00002,1764792929207
2184,11273,0,0,0,0,515,511,0,889,38,4,1764792929208,blink,11271,16832.00002,1764792929208
2185,11274,0,0,0,0,515,512,0,890,38,4,1764792929209,blink,11272,16833.00002,1764792929209
2186,11275,0,0,0,0,530,512,0,863,38,3,1764792929210,blink,11273,16834.00002,1764792929210
2187,11276,0,0,0,0,531,513,1,829,38,2,1764792929211,blink,11274,16835.00002,1764792929211
2188,11277,0,0,0,0,513,513,0,783,38,4,1764792929212,blink,11275,16836.00002,1764792929212
2189,11278,0,0,0,0,505,514,0,715,38,4,1764792929213,blink,11276,16837.00002,1764792929213
2190,11279,0,0,0,0,502,513,0,607,38,4,1764792929214,blink,11277,16838.00002,1764792929214
2191,11280,0,0,0,0,502,512,1,514,38,4,1764792929215,blink,11278,16839.00002,1764792929215
2192,11281,0,0,0,0,502,512,0,460,38,4,1764792929216,blink,11279,16840.00002,1764792929216
2193,11282,0,0,0,0,507,515,0,483,38,4,1764792929217,blink,11280,16841.00002,1764792929217
2194,11283,0,0,0,0,497,513,0,505,38,3,1764792929218,blink,11281,16842.00002,1764792929218
2195,11284,0,0,0,0,492,511,1,548,38,2,1764792929219,blink,11282,16843.00002,1764792929219
2196,11285,0,0,0,0,493,510,0,630,38,3,1764792929220,blink,11283,16844.00002,1764792929220
2197,11286,0,0,0,0,521,511,0,699,38,4,1764792929221,blink,11284,16845.00002,1764792929221
2198,11287,0,0,0,0,520,511,0,676,38,4,1764792929222,blink,11285,16846.00002,1764792929222
2199,11288,0,0,0,0,513,511,1,585,38,4,1764792929223,blink,11286,16847.00002,1764792929223
2200,11289,0,0,0,0,515,512,0,571,38,4,1764792929224,blink,11287,16848.00002,1764792929224
2201,11290,0,0,0,0,517,511,0,550,38,4,1764792929225,blink,11288,16849.00002,1764792929225
2202,11291,0,0,0,0,516,514,0,511,38,3,1764792929226,blink,11289,16850.00002,1764792929226
2203,11292,0,0,0,0,529,515,1,492,38,2,1764792929227,blink,11290,16851.00002,1764792929227
2204,11293,0,0,0,0,531,515,0,487,38,2,1764792929228,blink,11291,16852.00002,1764792929228
2205,11294,0,0,0,0,509,516,0,468,38,4,1764792929229,blink,11292,16853.00002,1764792929229
2206,11295,0,0,0,0,504,515,0,454,38,4,1764792929230,blink,11293,16854.00002,1764792929230
2207,11296,0,0,0,0,497,514,1,440,38,4,1764792929231,blink,11294,16855.00002,1764792929231
2208,11297,0,0,0,0,504,513,0,417,38,4,1764792929232,blink,11295,16856.00002,1764792929232
2209,11298,0,0,0,0,511,513,0,405,38,4,1764792929233,blink,11296,16857.00002,1764792929233
2210,11299,0,0,0,0,508,514,0,416,38,4,1764792929234,blink,11297,16858.00002,1764792929234
2211,11300,0,0,0,0,493,513,1,444,38,3,1764792929235,blink,11298,16859.00002,1764792929235
2212,11301,0,0,0,0,489,512,0,490,38,2,1764792929236,blink,11299,16860.00002,1764792929236
2213,11302,0,0,0,0,501,510,0,528,39,4,1764792929237,blink,11300,16861.00002,1764792929237
2214,11303,0,0,0,0,513,510,0,520,38,4,1764792929238,blink,11301,16862.00002,1764792929238
2215,11304,0,0,0,0,522,510,1,511,38,4,1764792929239,blink,11302,16863.00002,1764792929239
2216,11305,0,0,0,0,521,511,0,523,38,4,1764792929240,blink,11303,16864.00002,1764792929240
2217,11306,0,0,0,0,519,513,0,552,38,4,1764792929241,blink,11304,16865.00002,1764792929241
2218,11307,0,0,0,0,518,512,0,563,38,4,1764792929242,blink,11305,16866.00002,1764792929242
2219,11308,0,0,0,0,524,511,1,563,38,3,1764792929243,blink,11306,16867.00002,1764792929243
2220,11309,0,0,0,0,531,512,0,551,38,2,1764792929244,blink,11307,16868.00002,1764792929244
2221,11310,0,0,0,0,516,514,0,526,38,3,1764792929245,blink,11308,16869.00002,1764792929245
2222,11311,0,0,0,0,497,514,0,531,38,4,1764792929246,blink,11309,16870.00002,1764792929246
2223,11312,0,0,0,0,501,512,0,519,38,4,1764792929247,blink,11310,16871.00002,1764792929247
2224,11313,0,0,0,0,501,510,0,424,38,4,1764792929248,blink,11311,16872.00002,1764792929248
2225,11314,0,0,0,0,505,510,0,327,38,4,1764792929249,blink,11312,16873.00002,1764792929249
2226,11315,0,0,0,0,495,510,0,278,38,4,1764792929250,blink,11313,16874.00002,1764792929250
2227,11316,0,0,0,0,504,511,1,220,38,3,1764792929251,blink,11314,16875.00002,1764792929251
2228,11317,0,0,0,0,489,510,0,227,38,2,1764792929252,blink,11315,16876.00002,1764792929252
2229,11318,0,0,0,0,503,510,0,298,38,2,1764792929253,blink,11316,16877.00002,1764792929253
2230,11319,0,0,0,0,506,510,0,330,38,4,1764792929254,blink,11317,16878.00002,1764792929254
2231,11320,0,0,0,0,519,508,1,259,38,4,1764792929255,blink,11318,16879.00002,1764792929255
2232,11321,0,0,0,0,524,509,0,54,38,4,1764792929256,blink,11319,16880.00002,1764792929256
2233,11322,0,0,0,0,521,511,0,0,38,4,1764792929257,blink,11320,16881.00002,1764792929257
2234,11323,0,0,0,0,517,513,0,0,38,4,1764792929258,blink,11321,16882.00002,1764792929258
2235,11324,0,0,0,0,517,511,1,288,38,4,1764792929259,blink,11322,16883.00002,1764792929259
2236,11325,0,0,0,0,527,512,0,387,38,3,1764792929260,blink,11323,16884.00002,1764792929260
2237,11326,0,0,0,0,522,512,0,406,38,2,1764792929261,blink,11324,16885.00002,1764792929261
2238,11327,0,0,0,0,519,512,0,387,38,4,1764792929262,blink,11325,16886.00002,1764792929262
2239,11328,0,0,0,0,497,512,1,359,38,4,1764792929263,blink,11326,16887.00002,1764792929263
2240,11329,0,0,0,0,500,512,0,395,38,4,1764792929264,blink,11327,16888.00002,1764792929264
2241,11330,0,0,0,0,501,512,0,432,38,4,1764792929265,blink,11328,16889.00002,1764792929265
2242,11331,0,0,0,0,509,511,0,444,38,4,1764792929266,blink,11329,16890.00002,1764792929266
2243,11332,0,0,0,0,506,510,0,426,38,4,1764792929267,blink,11330,16891.00002,1764792929267
2244,11333,0,0,0,0,504,509,0,403,38,3,1764792929268,blink,11331,16892.00002,1764792929268
2245,11334,0,0,0,0,495,509,0,407,38,2,1764792929269,blink,11332,16893.00002,1764792929269
2246,11335,0,0,0,0,493,508,0,444,38,3,1764792929270,blink,11333,16894.00002,1764792929270
2247,11336,0,0,0,0,515,509,1,507,38,4,1764792929271,blink,11334,16895.00002,1764792929271
2248,11337,0,0,0,0,522,509,0,555,38,4,1764792929272,blink,11335,16896.00002,1764792929272
2249,11338,0,0,0,0,527,511,0,577,38,4,1764792929273,blink,11336,16897.00002,1764792929273
2250,11339,0,0,0,0,517,513,0,598,38,4,1764792929274,blink,11337,16898.00002,1764792929274
2251,11340,0,0,0,0,512,512,1,639,38,4,1764792929275,blink,11338,16899.00002,1764792929275
2252,11341,0,0,0,0,513,512,0,646,38,3,1764792929276,blink,11339,16900.00002,1764792929276
2253,11342,0,0,0,0,534,511,0,624,38,2,1764792929277,blink,11340,16901.00002,1764792929277
2254,11343,0,0,0,0,520,513,0,610,38,2,1764792929278,blink,11341,16902.00002,1764792929278
2255,11344,0,0,0,0,510,515,1,603,38,4,1764792929279,blink,11342,16903.00002,1764792929279
2256,11345,0,0,0,0,496,513,0,590,38,4,1764792929280,blink,11343,16904.00002,1764792929280
2257,11346,0,0,0,0,498,513,0,565,38,4,1764792929281,blink,11344,16905.00002,1764792929281
2258,11347,0,0,0,0,496,511,0,532,38,4,1764792929282,blink,11345,16906.00002,1764792929282
2259,11348,0,0,0,0,504,511,1,498,38,4,1764792929283,blink,11346,16907.00002,1764792929283
2260,11349,0,0,0,0,504,511,0,508,38,4,1764792929284,blink,11347,16908.00002,1764792929284
2261,11350,0,0,0,0,494,511,0,539,38,3,1764792929285,blink,11348,16909.00002,1764792929285
2262,11351,0,0,0,0,489,511,0,607,38,2,1764792929286,blink,11349,16910.00002,1764792929286
2263,11352,0,0,0,0,504,509,1,676,38,4,1764792929287,blink,11350,16911.00002,1764792929287
2264,11353,0,0,0,0,512,510,0,695,38,4,1764792929288,blink,11351,16912.00002,1764792929288
2265,11354,0,0,0,0,520,510,0,688,39,4,1764792929289,blink,11352,16913.00002,1764792929289
2266,11355,0,0,0,0,522,510,0,680,38,4,1764792929290,blink,11353,16914.00002,1764792929290
2267,11356,0,0,0,0,523,510,0,668,38,4,1764792929291,blink,11354,16915.00002,1764792929291
2268,11357,0,0,0,0,513,512,0,686,38,4,1764792929292,blink,11355,16916.00002,1764792929292
2269,11358,0,0,0,0,520,511,0,699,38,3,1764792929293,blink,11356,16917.00002,1764792929293
2270,11359,0,0,0,0,531,513,0,660,38,2,1764792929294,blink,11357,16918.00002,1764792929294
2271,11360,0,0,0,0,517,513,1,589,38,3,1764792929295,blink,11358,16919.00002,1764792929295
2272,11361,0,0,0,0,499,516,0,559,38,4,1764792929296,blink,11359,16920.00002,1764792929296
2273,11362,0,0,0,0,502,515,0,591,38,4,1764792929297,blink,11360,16921.00002,1764792929297
2274,11363,0,0,0,0,500,515,0,608,38,4,1764792929298,blink,11361,16922.00002,1764792929298
2275,11364,0,0,0,0,509,515,1,615,38,4,1764792929299,blink,11362,16923.00002,1764792929299
2276,11365,0,0,0,0,511,513,0,608,38,4,1764792929300,blink,11363,16924.00002,1764792929300
2277,11366,0,0,0,0,502,513,0,594,38,3,1764792929301,blink,11364,16925.00002,1764792929301
2278,11367,0,0,0,0,490,514,0,569,38,2,1764792929302,blink,11365,16926.00002,1764792929302
2279,11368,0,0,0,0,493,515,1,522,38,2,1764792929303,blink,11366,16927.00002,1764792929303
2280,11369,0,0,0,0,514,513,0,524,38,4,1764792929304,blink,11367,16928.00002,1764792929304
2281,11370,0,0,0,0,514,514,0,608,38,4,1764792929305,blink,11368,16929.00002,1764792929305
2282,11371,0,0,0,0,522,515,0,750,38,4,1764792929306,blink,11369,16930.00002,1764792929306
2283,11372,0,0,0,0,523,513,1,807,38,4,1764792929307,blink,11370,16931.00002,1764792929307
2284,11373,0,0,0,0,521,512,0,787,38,4,1764792929308,blink,11371,16932.00002,1764792929308
2285,11374,0,0,0,0,513,510,0,800,38,4,1764792929309,blink,11372,16933.00002,1764792929309
2286,11375,0,0,0,0,531,510,0,866,38,3,1764792929310,blink,11373,16934.00002,1764792929310
2287,11376,0,0,0,0,528,510,1,905,38,2,1764792929311,blink,11374,16935.00002,1764792929311
2288,11377,0,0,0,0,512,511,0,919,38,4,1764792929312,blink,11375,16936.00002,1764792929312
2289,11378,0,0,0,0,502,512,0,931,38,4,1764792929313,blink,11376,16937.00002,1764792929313
2290,11379,0,0,0,0,504,511,0,934,38,4,1764792929314,blink,11377,16938.00002,1764792929314
2291,11380,0,0,0,0,498,511,1,935,38,4,1764792929315,blink,11378,16939.00002,1764792929315
2292,11381,0,0,0,0,503,512,0,940,38,4,1764792929316,blink,11379,16940.00002,1764792929316
2293,11382,0,0,0,0,503,513,0,961,38,4,1764792929317,blink,11380,16941.00002,1764792929317
2294,11383,0,0,0,0,507,512,0,966,39,3,1764792929318,blink,11381,16942.00002,1764792929318
2295,11384,0,0,0,0,491,510,1,964,38,2,1764792929319,blink,11382,16943.00002,1764792929319
2296,11385,0,0,0,0,493,508,0,960,38,3,1764792929320,blink,11383,16944.00002,1764792929320
2297,11386,0,0,0,0,516,507,0,950,38,4,1764792929321,blink,11384,16945.00002,1764792929321
2298,11387,0,0,0,0,520,507,0,949,38,4,1764792929322,blink,11385,16946.00002,1764792929322
2299,11388,0,0,0,0,515,506,1,961,38,4,1764792929323,blink,11386,16947.00002,1764792929323
2300,11389,0,0,0,0,516,507,0,985,38,4,1764792929324,blink,11387,16948.00002,1764792929324
2301,11390,0,0,0,0,523,508,0,1005,38,4,1764792929325,blink,11388,16949.00002,1764792929325
2302,11391,0,0,0,0,520,511,0,1017,38,3,1764792929326,blink,11389,16950.00002,1764792929326
2303,11392,0,0,0,0,536,511,0,1018,38,2,1764792929327,blink,11390,16951.00002,1764792929327
2304,11393,0,0,0,0,520,512,0,1018,38,2,1764792929328,blink,11391,16952.00002,1764792929328
2305,11394,0,0,0,0,508,513,0,1018,38,4,1764792929329,blink,11392,16953.00002,1764792929329
2306,11395,0,0,0,0,499,512,0,949,38,4,1764792929330,blink,11393,16954.00002,1764792929330
2307,11396,0,0,0,0,500,510,1,930,38,4,1764792929331,blink,11394,16955.00002,1764792929331
2308,11397,0,0,0,0,497,511,0,928,38,4,1764792929332,blink,11395,16956.00002,1764792929332
2309,11398,0,0,0,0,505,510,0,934,38,4,1764792929333,blink,11396,16957.00002,1764792929333
2310,11399,0,0,0,0,509,511,0,947,38,4,1764792929334,blink,11397,16958.00002,1764792929334
2311,11400,0,0,0,0,491,512,1,974,38,3,1764792929335,blink,11398,16959.00002,1764792929335
2312,11401,0,0,0,0,499,510,0,978,38,2,1764792929336,blink,11399,16960.00002,1764792929336
2313,11402,0,0,0,0,504,509,0,958,38,4,1764792929337,blink,11400,16961.00002,1764792929337
2314,11403,0,0,0,0,515,511,0,921,38,4,1764792929338,blink,11401,16962.00002,1764792929338
2315,11404,0,0,0,0,520,510,1,908,39,4,1764792929339,blink,11402,16963.00002,1764792929339
2316,11405,0,0,0,0,513,509,0,909,38,4,1764792929340,blink,11403,16964.00002,1764792929340
2317,11406,0,0,0,0,515,508,0,930,38,4,1764792929341,blink,11404,16965.00002,1764792929341
2318,11407,0,0,0,0,517,510,0,956,38,4,1764792929342,blink,11405,16966.00002,1764792929342
2319,11408,0,0,0,0,519,511,1,950,38,3,1764792929343,blink,11406,16967.00002,1764792929343
2320,11409,0,0,0,0,539,509,0,916,38,2,1764792929344,blink,11407,16968.00002,1764792929344
2321,11410,0,0,0,0,520,511,0,885,38,3,1764792929345,blink,11408,16969.00002,1764792929345
2322,11411,0,0,0,0,496,513,0,876,38,4,1764792929346,blink,11409,16970.00002,1764792929346
2323,11412,0,0,0,0,498,513,1,843,38,4,1764792929347,blink,11410,16971.00002,1764792929347
2324,11413,0,0,0,0,496,512,0,790,38,4,1764792929348,blink,11411,16972.00002,1764792929348
2325,11414,0,0,0,0,503,511,0,715,38,4,1764792929349,blink,11412,16973.00002,1764792929349
2326,11415,0,0,0,0,503,515,0,654,38,4,1764792929350,blink,11413,16974.00002,1764792929350
2327,11416,0,0,0,0,503,515,1,623,38,3,1764792929351,blink,11414,16975.00002,1764792929351
2328,11417,0,0,0,0,489,513,0,619,38,2,1764792929352,blink,11415,16976.00002,1764792929352
2329,11418,0,0,0,0,510,512,0,630,38,2,1764792929353,blink,11416,16977.00002,1764792929353
2330,11419,0,0,0,0,506,511,0,650,38,4,1764792929354,blink,11417,16978.00002,1764792929354
2331,11420,0,0,0,0,519,511,1,679,38,4,1764792929355,blink,11418,16979.00002,1764792929355
2332,11421,0,0,0,0,523,509,0,725,38,4,1764792929356,blink,11419,16980.00002,1764792929356
2333,11422,0,0,0,0,514,511,0,767,38,4,1764792929357,blink,11420,16981.00002,1764792929357
2334,11423,0,0,0,0,518,512,0,788,38,4,1764792929358,blink,11421,16982.00002,1764792929358
2335,11424,0,0,0,0,512,512,1,799,38,4,1764792929359,blink,11422,16983.00002,1764792929359
2336,11425,0,0,0,0,536,513,0,805,38,3,1764792929360,blink,11423,16984.00002,1764792929360
2337,11426,0,0,0,0,529,514,0,801,38,2,1764792929361,blink,11424,16985.00002,1764792929361
2338,11427,0,0,0,0,515,516,0,785,38,4,1764792929362,blink,11425,16986.00002,1764792929362
2339,11428,0,0,0,0,497,515,1,770,38,4,1764792929363,blink,11426,16987.00002,1764792929363
2340,11429,0,0,0,0,499,516,0,758,38,4,1764792929364,blink,11427,16988.00002,1764792929364
2341,11430,0,0,0,0,504,515,0,751,38,4,1764792929365,blink,11428,16989.00002,1764792929365
2342,11431,0,0,0,0,503,514,0,763,38,4,1764792929366,blink,11429,16990.00002,1764792929366
2343,11432,0,0,0,0,513,513,0,783,38,4,1764792929367,blink,11430,16991.00002,1764792929367
2344,11433,0,0,0,0,505,512,0,807,38,3,1764792929368,blink,11431,16992.00002,1764792929368
2345,11434,0,0,0,0,487,512,0,847,38,2,1764792929369,blink,11432,16993.00002,1764792929369
2346,11435,0,0,0,0,494,514,0,892,38,3,1764792929370,blink,11433,16994.00002,1764792929370
2347,11436,0,0,0,0,514,513,1,932,38,4,1764792929371,blink,11434,16995.00002,1764792929371
2348,11437,0,0,0,0,519,512,0,960,38,4,1764792929372,blink,11435,16996.00002,1764792929372
2349,11438,0,0,0,0,519,513,0,989,38,4,1764792929373,blink,11436,16997.00002,1764792929373
2350,11439,0,0,0,0,518,515,0,1012,38,4,1764792929374,blink,11437,16998.00002,1764792929374
2351,11440,0,0,0,0,511,515,1,1018,38,4,1764792929375,blink,11438,16999.00002,1764792929375
2352,11441,0,0,0,0,508,515,0,1018,38,3,1764792929376,blink,11439,17000.00002,1764792929376
2353,11442,0,0,0,0,533,515,0,1018,38,2,1764792929377,blink,11440,17001.00002,1764792929377
2354,11443,0,0,0,0,532,515,0,1018,38,2,1764792929378,blink,11441,17002.00002,1764792929378
2355,11444,0,0,0,0,508,515,1,1018,38,4,1764792929379,blink,11442,17003.00002,1764792929379
2356,11445,0,0,0,0,501,514,0,975,38,4,1764792929380,blink,11443,17004.00002,1764792929380
2357,11446,0,0,0,0,497,514,0,948,38,4,1764792929381,blink,11444,17005.00002,1764792929381
2358,11447,0,0,0,0,497,513,0,912,38,4,1764792929382,blink,11445,17006.00002,1764792929382
2359,11448,0,0,0,0,514,512,1,874,38,4,1764792929383,blink,11446,17007.00002,1764792929383
2360,11449,0,0,0,0,506,511,0,863,38,4,1764792929384,blink,11447,17008.00002,1764792929384
2361,11450,0,0,0,0,495,508,0,881,38,3,1764792929385,blink,11448,17009.00002,1764792929385
2362,11451,0,0,0,0,489,508,0,912,38,2,1764792929386,blink,11449,17010.00002,1764792929386
2363,11452,0,0,0,0,506,508,0,940,38,4,1764792929387,blink,11450,17011.00002,1764792929387
2364,11453,0,0,0,0,515,508,0,951,38,4,1764792929388,blink,11451,17012.00002,1764792929388
2365,11454,0,0,0,0,522,508,0,942,38,4,1764792929389,blink,11452,17013.00002,1764792929389
2366,11455,0,0,0,0,519,510,0,925,38,4,1764792929390,blink,11453,17014.00002,1764792929390
2367,11456,0,0,0,0,518,511,1,918,38,4,1764792929391,blink,11454,17015.00002,1764792929391
2368,11457,0,0,0,0,518,512,0,913,38,4,1764792929392,blink,11455,17016.00002,1764792929392
2369,11458,0,0,0,0,517,512,0,897,38,3,1764792929393,blink,11456,17017.00002,1764792929393
2370,11459,0,0,0,0,531,513,0,869,38,2,1764792929394,blink,11457,17018.00002,1764792929394
2371,11460,0,0,0,0,520,514,1,831,38,3,1764792929395,blink,11458,17019.00002,1764792929395
2372,11461,0,0,0,0,500,515,0,784,38,4,1764792929396,blink,11459,17020.00002,1764792929396
2373,11462,0,0,0,0,497,514,0,761,38,4,1764792929397,blink,11460,17021.00002,1764792929397
2374,11463,0,0,0,0,495,514,0,700,38,4,1764792929398,blink,11461,17022.00002,1764792929398
2375,11464,0,0,0,0,500,515,1,664,38,4,1764792929399,blink,11462,17023.00002,1764792929399
2376,11465,0,0,0,0,499,512,0,646,38,4,1764792929400,blink,11463,17024.00002,1764792929400
2377,11466,0,0,0,0,504,512,0,643,39,3,1764792929401,blink,11464,17025.00002,1764792929401
2378,11467,0,0,0,0,494,512,0,648,39,2,1764792929402,blink,11465,17026.00002,1764792929402
2379,11468,0,0,0,0,501,512,1,651,38,2,1764792929403,blink,11466,17027.00002,1764792929403
2380,11469,0,0,0,0,514,513,0,675,39,4,1764792929404,blink,11467,17028.00002,1764792929404
2381,11470,0,0,0,0,520,513,0,709,39,4,1764792929405,blink,11468,17029.00002,1764792929405
2382,11471,0,0,0,0,523,515,0,721,38,4,1764792929406,blink,11469,17030.00002,1764792929406
2383,11472,0,0,0,0,522,515,1,704,38,4,1764792929407,blink,11470,17031.00002,1764792929407
2384,11473,0,0,0,0,521,515,0,685,38,4,1764792929408,blink,11471,17032.00002,1764792929408
2385,11474,0,0,0,0,519,515,0,672,38,4,1764792929409,blink,11472,17033.00002,1764792929409
2386,11475,0,0,0,0,527,515,0,636,38,3,1764792929410,blink,11473,17034.00002,1764792929410
